"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","ENVCAUSE (CODE)","ENVCAUSE (DISPLAY)","ENVCAUSE (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BLZ","Belize","","FMLE","Female","","ENVCAUSE039","Lower respiratory infections","","8[ 6–11]","8.04396","5.81651","10.64041","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BLZ","Belize","","BTSX","Both sexes","","ENVCAUSE114","Stroke","","6[ 5–8]","6.03103","4.55414","7.73547","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","BTSX","Both sexes","","ENVCAUSE114","Stroke","","8[ 7–11]","8.39188","6.67288","10.53560","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BRA","Brazil","","BTSX","Both sexes","","ENVCAUSE114","Stroke","","6[ 4–9]","5.70648","3.93413","8.70957","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BRB","Barbados","","MLE","Male","","ENVCAUSE113","Ischaemic heart disease","","20[ 15–24]","19.97163","15.40898","24.37940","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","BRN","Brunei Darussalam","","MLE","Male","","ENVCAUSE113","Ischaemic heart disease","","6[ 4–8]","6.00722","4.21876","7.87305","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","BTN","Bhutan","","BTSX","Both sexes","","ENVCAUSE039","Lower respiratory infections","","15[ 11–19]","15.04159","10.91823","18.69970","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","BTN","Bhutan","","MLE","Male","","ENVCAUSE113","Ischaemic heart disease","","39[ 29–48]","38.90045","29.47893","48.34289","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","BWA","Botswana","","BTSX","Both sexes","","ENVCAUSE039","Lower respiratory infections","","19[ 14–24]","18.73376","13.57754","23.75251","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","CAF","Central African Republic","","BTSX","Both sexes","","ENVCAUSE039","Lower respiratory infections","","80[ 68–89]","79.83468","67.92120","89.03594","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","CAF","Central African Republic","","MLE","Male","","ENVCAUSE068","Trachea, bronchus, lung cancers","","1[ 1–1]","0.69383","0.53390","0.82785","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","CAN","Canada","","MLE","Male","","ENVCAUSE068","Trachea, bronchus, lung cancers","","2[ 0–4]","1.74878","0.49230","3.73614","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","CHE","Switzerland","","MLE","Male","","ENVCAUSE068","Trachea, bronchus, lung cancers","","3[ 1–5]","3.10416","1.39351","5.45051","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","CHL","Chile","","FMLE","Female","","ENVCAUSE113","Ischaemic heart disease","","9[ 7–13]","9.43179","6.61412","12.95402","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","CHN","China","","FMLE","Female","","ENVCAUSE113","Ischaemic heart disease","","43[ 32–56]","42.79831","31.88814","55.88448","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","CHN","China","","MLE","Male","","ENVCAUSE114","Stroke","","39[ 29–51]","39.36088","29.04648","51.17727","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","CIV","Côte d'Ivoire","","FMLE","Female","","ENVCAUSE113","Ischaemic heart disease","","30[ 26–34]","29.84610","25.78695","33.80204","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","CIV","Côte d'Ivoire","","MLE","Male","","ENVCAUSE114","Stroke","","22[ 19–26]","22.45326","19.10453","25.79104","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","CMR","Cameroon","","MLE","Male","","ENVCAUSE114","Stroke","","15[ 13–18]","15.20508","13.16973","17.52893","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","COD","Democratic Republic of the Congo","","FMLE","Female","","ENVCAUSE068","Trachea, bronchus, lung cancers","","0[ 0–0]","0.29774","0.24391","0.34141","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","COG","Congo","","FMLE","Female","","ENVCAUSE068","Trachea, bronchus, lung cancers","","0[ 0–0]","0.34087","0.27203","0.39799","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","COL","Colombia","","MLE","Male","","ENVCAUSE039","Lower respiratory infections","","5[ 3–8]","5.27293","3.09635","7.66309","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","COL","Colombia","","BTSX","Both sexes","","ENVCAUSE113","Ischaemic heart disease","","17[ 13–21]","16.86508","12.87814","21.17762","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","COM","Comoros","","MLE","Male","","ENVCAUSE039","Lower respiratory infections","","54[ 46–62]","54.16404","45.59607","61.83287","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","COM","Comoros","","BTSX","Both sexes","","ENVCAUSE113","Ischaemic heart disease","","22[ 20–25]","22.46404","19.73313","25.06094","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","COM","Comoros","","FMLE","Female","","ENVCAUSE114","Stroke","","13[ 12–15]","13.48351","11.62961","15.43654","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","CPV","Cabo Verde","","BTSX","Both sexes","","ENVCAUSE113","Ischaemic heart disease","","27[ 20–37]","26.50726","20.08003","37.15126","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","CPV","Cabo Verde","","FMLE","Female","","ENVCAUSE114","Stroke","","12[ 9–17]","11.87256","8.62214","17.33833","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","CRI","Costa Rica","","FMLE","Female","","ENVCAUSE114","Stroke","","4[ 3–7]","4.29553","2.68186","7.10496","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","CUB","Cuba","","BTSX","Both sexes","","ENVCAUSE068","Trachea, bronchus, lung cancers","","12[ 4–27]","11.94433","3.65684","27.31272","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","CUB","Cuba","","FMLE","Female","","ENVCAUSE114","Stroke","","13[ 6–26]","13.03418","6.15598","26.49181","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","CYP","Cyprus","","BTSX","Both sexes","","ENVCAUSE068","Trachea, bronchus, lung cancers","","3[ 2–5]","3.15798","1.65360","5.03418","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","CZE","Czechia","","FMLE","Female","","ENVCAUSE039","Lower respiratory infections","","6[ 3–9]","5.50942","2.58674","9.30818","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","CZE","Czechia","","BTSX","Both sexes","","ENVCAUSE068","Trachea, bronchus, lung cancers","","6[ 3–11]","5.93034","3.00613","11.12937","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","DEU","Germany","","FMLE","Female","","ENVCAUSE039","Lower respiratory infections","","3[ 1–6]","3.08663","1.06097","5.87727","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","DEU","Germany","","BTSX","Both sexes","","ENVCAUSE068","Trachea, bronchus, lung cancers","","4[ 2–7]","4.08439","1.94167","6.90643","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","DJI","Djibouti","","FMLE","Female","","ENVCAUSE039","Lower respiratory infections","","44[ 37–49]","43.90497","36.97255","49.24150","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","DNK","Denmark","","BTSX","Both sexes","","ENVCAUSE114","Stroke","","5[ 2–10]","4.76495","2.27435","10.48393","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","DOM","Dominican Republic","","BTSX","Both sexes","","ENVCAUSE114","Stroke","","8[ 6–11]","7.77813","5.66451","10.59726","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","DZA","Algeria","","MLE","Male","","ENVCAUSE113","Ischaemic heart disease","","24[ 18–38]","23.54286","17.69949","38.20610","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","ECU","Ecuador","","MLE","Male","","ENVCAUSE113","Ischaemic heart disease","","9[ 7–12]","9.42388","7.11156","12.35091","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","EGY","Egypt","","BTSX","Both sexes","","ENVCAUSE039","Lower respiratory infections","","10[ 7–12]","9.65118","7.49738","12.38615","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","EGY","Egypt","","MLE","Male","","ENVCAUSE113","Ischaemic heart disease","","46[ 39–58]","46.06592","38.62103","57.73302","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ERI","Eritrea","","BTSX","Both sexes","","ENVCAUSE039","Lower respiratory infections","","47[ 39–53]","46.91829","39.08667","53.48405","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ESP","Spain","","BTSX","Both sexes","","ENVCAUSE039","Lower respiratory infections","","2[ 1–5]","2.45478","0.67025","5.21706","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ESP","Spain","","MLE","Male","","ENVCAUSE068","Trachea, bronchus, lung cancers","","4[ 2–8]","4.28658","1.85331","7.64487","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","EST","Estonia","","MLE","Male","","ENVCAUSE068","Trachea, bronchus, lung cancers","","7[ 2–19]","7.48102","1.86301","19.09724","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ETH","Ethiopia","","MLE","Male","","ENVCAUSE068","Trachea, bronchus, lung cancers","","1[ 1–1]","0.85675","0.65080","1.03564","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","FIN","Finland","","FMLE","Female","","ENVCAUSE113","Ischaemic heart disease","","11[ 4–20]","10.79638","4.42420","19.70061","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","FJI","Fiji","","FMLE","Female","","ENVCAUSE113","Ischaemic heart disease","","33[ 23–41]","32.69388","22.67791","40.76086","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","FJI","Fiji","","MLE","Male","","ENVCAUSE114","Stroke","","5[ 3–6]","4.86593","3.29101","6.31153","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","FRA","France","","FMLE","Female","","ENVCAUSE113","Ischaemic heart disease","","9[ 5–14]","9.20221","4.94017","14.21149","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","FRA","France","","MLE","Male","","ENVCAUSE114","Stroke","","4[ 2–8]","3.70842","1.96638","7.51067","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","FSM","Micronesia (Federated States of)","","MLE","Male","","ENVCAUSE114","Stroke","","19[ 15–22]","18.66098","14.96729","22.29701","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GAB","Gabon","","FMLE","Female","","ENVCAUSE068","Trachea, bronchus, lung cancers","","1[ 0–1]","0.79113","0.47362","1.20851","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","GBR","United Kingdom of Great Britain and Northern Ireland","","FMLE","Female","","ENVCAUSE068","Trachea, bronchus, lung cancers","","3[ 1–5]","3.02828","1.36989","5.29320","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","GEO","Georgia","","MLE","Male","","ENVCAUSE039","Lower respiratory infections","","6[ 4–8]","5.79429","3.70015","8.05647","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","GEO","Georgia","","FMLE","Female","","ENVCAUSE068","Trachea, bronchus, lung cancers","","3[ 1–4]","2.65938","1.43877","4.00004","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GHA","Ghana","","MLE","Male","","ENVCAUSE039","Lower respiratory infections","","57[ 47–66]","56.98740","47.41397","65.60320","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GHA","Ghana","","BTSX","Both sexes","","ENVCAUSE113","Ischaemic heart disease","","25[ 21–28]","24.66355","21.39956","28.09557","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GIN","Guinea","","MLE","Male","","ENVCAUSE039","Lower respiratory infections","","76[ 64–86]","75.99791","64.27737","85.60014","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GIN","Guinea","","BTSX","Both sexes","","ENVCAUSE113","Ischaemic heart disease","","27[ 24–30]","26.77524","23.64528","29.82396","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GIN","Guinea","","FMLE","Female","","ENVCAUSE114","Stroke","","23[ 20–26]","23.00659","19.93628","26.01643","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GMB","Gambia","","BTSX","Both sexes","","ENVCAUSE113","Ischaemic heart disease","","25[ 22–28]","24.94799","21.99559","28.00438","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GMB","Gambia","","FMLE","Female","","ENVCAUSE114","Stroke","","13[ 12–15]","13.31529","11.57873","14.96987","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GNB","Guinea-Bissau","","FMLE","Female","","ENVCAUSE114","Stroke","","18[ 16–20]","17.96726","15.56609","20.35261","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GNQ","Equatorial Guinea","","BTSX","Both sexes","","ENVCAUSE068","Trachea, bronchus, lung cancers","","1[ 1–1]","1.04366","0.68104","1.36188","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","GRC","Greece","","BTSX","Both sexes","","ENVCAUSE068","Trachea, bronchus, lung cancers","","9[ 4–27]","9.42605","3.95102","27.37046","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","GRD","Grenada","","FMLE","Female","","ENVCAUSE039","Lower respiratory infections","","14[ 9–21]","14.42654","8.64353","21.36462","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","GRD","Grenada","","BTSX","Both sexes","","ENVCAUSE068","Trachea, bronchus, lung cancers","","2[ 1–3]","1.95741","1.06295","3.23864","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","GTM","Guatemala","","FMLE","Female","","ENVCAUSE039","Lower respiratory infections","","22[ 18–25]","21.76082","17.66985","25.31805","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","GTM","Guatemala","","BTSX","Both sexes","","ENVCAUSE068","Trachea, bronchus, lung cancers","","1[ 1–1]","1.01731","0.74707","1.26221","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","GUY","Guyana","","FMLE","Female","","ENVCAUSE039","Lower respiratory infections","","13[ 9–16]","12.55320","9.07417","16.03397","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","HND","Honduras","","FMLE","Female","","ENVCAUSE039","Lower respiratory infections","","3[ 3–4]","3.43507","2.70366","4.20073","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","HND","Honduras","","BTSX","Both sexes","","ENVCAUSE114","Stroke","","5[ 4–6]","4.89646","3.87372","6.05385","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","HRV","Croatia","","BTSX","Both sexes","","ENVCAUSE114","Stroke","","18[ 11–33]","18.47261","10.53743","32.65976","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","HTI","Haiti","","BTSX","Both sexes","","ENVCAUSE114","Stroke","","29[ 25–33]","29.34123","25.48763","33.33459","","",""
