Entity,Code,Year,Access to clean fuels and technologies for cooking  (% of population) (% of population)
Czech Republic,CZE,2010,99.9166619614698
Czech Republic,CZE,2011,99.9810702749528
Czech Republic,CZE,2012,99.9900000002526
Czech Republic,CZE,2013,99.9900000002526
Czech Republic,CZE,2014,99.9900000002526
Democratic Republic of Congo,COD,2000,2.24303007125854
Democratic Republic of Congo,COD,2001,2.5057315826416
Democratic Republic of Congo,COD,2002,2.82136201858521
Democratic Republic of Congo,COD,2003,3.13491225242615
Democratic Republic of Congo,COD,2004,3.42502593994141
Democratic Republic of Congo,COD,2005,3.69506478309631
Democratic Republic of Congo,COD,2006,3.95303964614868
Democratic Republic of Congo,COD,2007,4.20492887496948
Democratic Republic of Congo,COD,2008,4.45408821105957
Democratic Republic of Congo,COD,2009,4.70184087753296
Democratic Republic of Congo,COD,2010,4.94855642318726
Democratic Republic of Congo,COD,2011,5.19496202468872
Democratic Republic of Congo,COD,2012,5.43990731239319
Democratic Republic of Congo,COD,2013,5.68417906761169
Democratic Republic of Congo,COD,2014,5.92789053916931
Denmark,DNK,2000,100
Denmark,DNK,2001,100
Denmark,DNK,2002,100
Denmark,DNK,2003,100
Denmark,DNK,2004,100
Denmark,DNK,2005,100
Denmark,DNK,2006,100
Denmark,DNK,2007,100
Denmark,DNK,2008,100
Denmark,DNK,2009,100
Denmark,DNK,2010,100
Denmark,DNK,2011,100
Denmark,DNK,2012,100
Denmark,DNK,2013,100
Denmark,DNK,2014,100
Djibouti,DJI,2000,1.99999809265137
Djibouti,DJI,2001,2.00139880180359
Djibouti,DJI,2002,2.02261805534363
Djibouti,DJI,2003,2.13316082954407
Djibouti,DJI,2004,2.4418830871582
Djibouti,DJI,2005,2.9971718788147
Djibouti,DJI,2006,3.72813940048218
Djibouti,DJI,2007,4.52548265457153
Djibouti,DJI,2008,5.33277988433838
Djibouti,DJI,2009,6.13824725151062
Djibouti,DJI,2010,6.94298148155212
Djibouti,DJI,2011,7.74705410003662
Djibouti,DJI,2012,8.55056047439575
Djibouti,DJI,2013,9.3535840511322
Djibouti,DJI,2014,10.1561903953552
Dominica,DMA,2000,80.5806919932365
Dominica,DMA,2001,81.5144255757332
Dominica,DMA,2002,82.4008926749229
Dominica,DMA,2003,83.2491144537926
Dominica,DMA,2004,84.0681210160255
Dominica,DMA,2005,84.8669350147247
Dominica,DMA,2006,85.6545820832253
Dominica,DMA,2007,86.4386171102524
Dominica,DMA,2008,87.2206896543503
Dominica,DMA,2009,88.0009800195694
Dominica,DMA,2010,88.7796655297279
Dominica,DMA,2011,89.5569212734699
Dominica,DMA,2012,90.332930535078
Dominica,DMA,2013,91.1078721284866
Dominica,DMA,2014,91.8819196522236
Dominican Republic,DOM,2000,80.9952139854431
Dominican Republic,DOM,2001,81.9032296538353
Dominican Republic,DOM,2002,82.7636748552322
Dominican Republic,DOM,2003,83.5857093334198
Dominican Republic,DOM,2004,84.3784958124161
Dominican Republic,DOM,2005,85.1511940360069
Dominican Republic,DOM,2006,85.9129637479782
Dominican Republic,DOM,2007,86.6714686155319
Dominican Republic,DOM,2008,87.4283537268639
Dominican Republic,DOM,2009,88.1837695837021
Dominican Republic,DOM,2010,88.9378629624844
Dominican Republic,DOM,2011,89.6907761693001
Dominican Republic,DOM,2012,90.4426619410515
Dominican Republic,DOM,2013,91.1936670541763
Dominican Republic,DOM,2014,91.9439353048801
Early-demographic dividend,,2000,33.6414495093907
Early-demographic dividend,,2001,34.4699873338044
Early-demographic dividend,,2002,35.2885307143476
Early-demographic dividend,,2003,36.3125971064449
Early-demographic dividend,,2004,37.3137792531521
Early-demographic dividend,,2005,38.3032318264773
Early-demographic dividend,,2006,39.2904673623139
Early-demographic dividend,,2007,40.280171940528
Early-demographic dividend,,2008,41.2682619500991
Early-demographic dividend,,2009,42.2484774185892
Early-demographic dividend,,2010,43.2182484831891
Early-demographic dividend,,2011,44.1704364478307
Early-demographic dividend,,2012,45.1012923168844
Early-demographic dividend,,2013,46.0181412762626
Early-demographic dividend,,2014,46.9230394571321
East Asia & Pacific,,2000,44.794561973449
East Asia & Pacific,,2001,45.6251991288265
East Asia & Pacific,,2002,46.4538072859975
East Asia & Pacific,,2003,47.5411254081387
East Asia & Pacific,,2004,48.6023980504523
East Asia & Pacific,,2005,49.651237712708
East Asia & Pacific,,2006,50.7044040082058
East Asia & Pacific,,2007,51.7594016902722
East Asia & Pacific,,2008,52.8273243373532
East Asia & Pacific,,2009,53.8916173375133
East Asia & Pacific,,2010,54.9545185416347
East Asia & Pacific,,2011,56.015546036535
East Asia & Pacific,,2012,57.0790677459901
East Asia & Pacific,,2013,58.1449666979372
East Asia & Pacific,,2014,59.2156800973172
East Asia & Pacific (IDA & IBRD),,2000,39.1264219303423
East Asia & Pacific (IDA & IBRD),,2001,40.0810838729091
East Asia & Pacific (IDA & IBRD),,2002,41.0347255181059
East Asia & Pacific (IDA & IBRD),,2003,42.2803244164802
East Asia & Pacific (IDA & IBRD),,2004,43.4999079596529
East Asia & Pacific (IDA & IBRD),,2005,44.7046839618287
East Asia & Pacific (IDA & IBRD),,2006,45.9033023365082
East Asia & Pacific (IDA & IBRD),,2007,47.1031033678527
East Asia & Pacific (IDA & IBRD),,2008,48.3060404027454
East Asia & Pacific (IDA & IBRD),,2009,49.5104754101424
East Asia & Pacific (IDA & IBRD),,2010,50.7151852927687
East Asia & Pacific (IDA & IBRD),,2011,51.9204600258523
East Asia & Pacific (IDA & IBRD),,2012,53.1276432515533
East Asia & Pacific (IDA & IBRD),,2013,54.3374568997704
East Asia & Pacific (IDA & IBRD),,2014,55.5500393876348
East Asia & Pacific (excluding high income),,2000,38.6683163584075
East Asia & Pacific (excluding high income),,2001,39.616156856154
East Asia & Pacific (excluding high income),,2002,40.5622941095444
East Asia & Pacific (excluding high income),,2003,41.7961212675038
East Asia & Pacific (excluding high income),,2004,43.0040070418148
East Asia & Pacific (excluding high income),,2005,44.1973087946673
East Asia & Pacific (excluding high income),,2006,45.3846137102638
East Asia & Pacific (excluding high income),,2007,46.5732100197057
East Asia & Pacific (excluding high income),,2008,47.7650159029187
East Asia & Pacific (excluding high income),,2009,48.9583488704126
East Asia & Pacific (excluding high income),,2010,50.1519154446093
East Asia & Pacific (excluding high income),,2011,51.3460237007932
East Asia & Pacific (excluding high income),,2012,52.5420674084947
East Asia & Pacific (excluding high income),,2013,53.7407545748956
East Asia & Pacific (excluding high income),,2014,54.9422736308177
Ecuador,ECU,2000,86.8173941969872
Ecuador,ECU,2001,87.747872620821
Ecuador,ECU,2002,88.6307366192341
Ecuador,ECU,2003,89.4751243293285
Ecuador,ECU,2004,90.2901731431484
Ecuador,ECU,2005,91.0850197076797
Ecuador,ECU,2006,91.8687999248505
Ecuador,ECU,2007,92.6491588354111
Ecuador,ECU,2008,93.427749723196
Ecuador,ECU,2009,94.2047353833914
Ecuador,ECU,2010,94.980276376009
Ecuador,ECU,2011,95.7536868751049
Ecuador,ECU,2012,96.526937186718
Ecuador,ECU,2013,97.299225255847
Ecuador,ECU,2014,98.0645842850208
Egypt,EGY,2000,87.8692455589771
Egypt,EGY,2001,89.1781501471996
Egypt,EGY,2002,90.439397841692
Egypt,EGY,2003,91.6621468961239
Egypt,EGY,2004,92.8555585443974
Egypt,EGY,2005,94.0287914127111
Egypt,EGY,2006,95.1875001192093
Egypt,EGY,2007,96.3482536375523
Egypt,EGY,2008,97.4905164912343
Egypt,EGY,2009,98.536404967308
Egypt,EGY,2010,99.335118336603
Egypt,EGY,2011,99.7861723648384
Egypt,EGY,2012,99.9530242144829
Egypt,EGY,2013,99.9872941058129
Egypt,EGY,2014,99.9900000002526
El Salvador,SLV,2000,60.3245109319687
El Salvador,SLV,2001,62.0441347360611
El Salvador,SLV,2002,63.7161552906036
El Salvador,SLV,2003,65.3497457504272
El Salvador,SLV,2004,66.9540703296661
El Salvador,SLV,2005,68.5382962226868
El Salvador,SLV,2006,70.1115936040878
El Salvador,SLV,2007,71.6816276311874
El Salvador,SLV,2008,73.2500463724136
El Salvador,SLV,2009,74.8170018196106
El Salvador,SLV,2010,76.3826340436935
El Salvador,SLV,2011,77.9470905661583
El Salvador,SLV,2012,79.5105218887329
El Salvador,SLV,2013,81.0730755329132
El Salvador,SLV,2014,82.6348930597305
Equatorial Guinea,GNQ,2000,13.6253476142883
Equatorial Guinea,GNQ,2001,14.3209993839264
Equatorial Guinea,GNQ,2002,14.9689078330994
Equatorial Guinea,GNQ,2003,15.5779898166656
Equatorial Guinea,GNQ,2004,16.1571562290192
Equatorial Guinea,GNQ,2005,16.7153298854828
Equatorial Guinea,GNQ,2006,17.2614276409149
Equatorial Guinea,GNQ,2007,17.8029239177704
Equatorial Guinea,GNQ,2008,18.3415174484253
Equatorial Guinea,GNQ,2009,18.8774883747101
Equatorial Guinea,GNQ,2010,19.4110810756683
Equatorial Guinea,GNQ,2011,19.942569732666
Equatorial Guinea,GNQ,2012,20.4722166061401
Equatorial Guinea,GNQ,2013,21.0002839565277
Equatorial Guinea,GNQ,2014,21.5270340442657
Eritrea,ERI,2000,3.88578176498413
Eritrea,ERI,2001,4.7060489654541
Eritrea,ERI,2002,5.52231073379517
Eritrea,ERI,2003,6.26440644264221
Eritrea,ERI,2004,6.97731375694275
Eritrea,ERI,2005,7.67025947570801
Eritrea,ERI,2006,8.35246443748474
Eritrea,ERI,2007,9.03165936470032
Eritrea,ERI,2008,9.7094714641571
Eritrea,ERI,2009,10.3860318660736
Eritrea,ERI,2010,11.0614717006683
Eritrea,ERI,2011,11.7359042167664
Eritrea,ERI,2012,12.4094605445862
Eritrea,ERI,2013,13.0822658538818
Eritrea,ERI,2014,13.7544453144073
Estonia,EST,2000,81.5651640295982
Estonia,EST,2001,82.4192374944687
Estonia,EST,2002,83.2254692912102
Estonia,EST,2003,83.9928209781647
Estonia,EST,2004,84.7302541136742
Estonia,EST,2005,85.4467287659645
Estonia,EST,2006,86.1512079834938
Estonia,EST,2007,86.8512034416199
Estonia,EST,2008,87.548416107893
Estonia,EST,2009,88.2431030273438
Estonia,EST,2010,88.9355145394802
Estonia,EST,2011,89.6259009838104
Estonia,EST,2012,90.314519405365
Estonia,EST,2013,91.0016223788261
Estonia,EST,2014,91.6874602437019
Ethiopia,ETH,2000,2.95666456222534
Ethiopia,ETH,2001,2.81184911727905
Ethiopia,ETH,2002,2.61750221252441
Ethiopia,ETH,2003,2.40160226821899
Ethiopia,ETH,2004,2.20785140991211
Ethiopia,ETH,2005,2.07785367965698
Ethiopia,ETH,2006,2.01834440231323
Ethiopia,ETH,2007,2.00201272964478
Ethiopia,ETH,2008,1.99999809265137
Ethiopia,ETH,2009,1.99999809265137
Ethiopia,ETH,2010,1.99999809265137
Ethiopia,ETH,2011,1.99999809265137
Ethiopia,ETH,2012,1.99999809265137
Ethiopia,ETH,2013,1.99999809265137
Ethiopia,ETH,2014,1.99999809265137
Euro area,,2000,99.6376901200943
Euro area,,2001,99.67001057716
Euro area,,2002,99.7003015500804
Euro area,,2003,99.7285138113841
Euro area,,2004,99.7558121751593
Euro area,,2005,99.7818309696665
Euro area,,2006,99.8068393654928
Euro area,,2007,99.8311118404693
Euro area,,2008,99.8543461512873
Euro area,,2009,99.8748693016118
Euro area,,2010,99.8921396871516
Euro area,,2011,99.9058384354038
Euro area,,2012,99.9181030132968
Euro area,,2013,99.9297946492509
Euro area,,2014,99.9411699284364
Europe & Central Asia,,2000,93.3918654299478
Europe & Central Asia,,2001,93.7586227727672
Europe & Central Asia,,2002,94.1050935257303
Europe & Central Asia,,2003,94.4250703806321
Europe & Central Asia,,2004,94.7259883590695
Europe & Central Asia,,2005,95.0193170278346
Europe & Central Asia,,2006,95.304622828205
Europe & Central Asia,,2007,95.5912371932551
Europe & Central Asia,,2008,95.8732661430109
Europe & Central Asia,,2009,96.1414393104606
Europe & Central Asia,,2010,96.3989447169026
Europe & Central Asia,,2011,96.6375456371723
Europe & Central Asia,,2012,96.8547839561608
Europe & Central Asia,,2013,97.0360527090529
Europe & Central Asia,,2014,97.1892384280891
Europe & Central Asia (IDA & IBRD),,2000,86.275341772216
Europe & Central Asia (IDA & IBRD),,2001,86.9668634761395
Europe & Central Asia (IDA & IBRD),,2002,87.6154634048042
Europe & Central Asia (IDA & IBRD),,2003,88.2184127087893
Europe & Central Asia (IDA & IBRD),,2004,88.7881728344864
Europe & Central Asia (IDA & IBRD),,2005,89.3488366728777
Europe & Central Asia (IDA & IBRD),,2006,89.9004452355656
Europe & Central Asia (IDA & IBRD),,2007,90.4589122816035
Europe & Central Asia (IDA & IBRD),,2008,91.0194369631592
Europe & Central Asia (IDA & IBRD),,2009,91.5737195314423
Europe & Central Asia (IDA & IBRD),,2010,92.1180160104369
Europe & Central Asia (IDA & IBRD),,2011,92.6429502934715
Europe & Central Asia (IDA & IBRD),,2012,93.1110223855985
Europe & Central Asia (IDA & IBRD),,2013,93.498697823991
Europe & Central Asia (IDA & IBRD),,2014,93.8236985061918
Europe & Central Asia (excluding high income),,2000,84.694440573984
Europe & Central Asia (excluding high income),,2001,85.4608147453965
Europe & Central Asia (excluding high income),,2002,86.1795404988625
Europe & Central Asia (excluding high income),,2003,86.8500092763583
Europe & Central Asia (excluding high income),,2004,87.484414083825
Europe & Central Asia (excluding high income),,2005,88.1089598695317
Europe & Central Asia (excluding high income),,2006,88.7243340247998
Europe & Central Asia (excluding high income),,2007,89.3478777889648
Europe & Central Asia (excluding high income),,2008,89.9741338736675
Europe & Central Asia (excluding high income),,2009,90.594720642093
Europe & Central Asia (excluding high income),,2010,91.2076282308486
Europe & Central Asia (excluding high income),,2011,91.7951905783975
Europe & Central Asia (excluding high income),,2012,92.319620811996
Europe & Central Asia (excluding high income),,2013,92.7549399420978
Europe & Central Asia (excluding high income),,2014,93.1200691382025
European Union,,2000,97.6844794835843
European Union,,2001,97.8141840451362
European Union,,2002,97.9421698896948
European Union,,2003,98.046659130647
European Union,,2004,98.1453390126647
European Union,,2005,98.2405312190926
European Union,,2006,98.3324430448566
European Union,,2007,98.4305411712823
European Union,,2008,98.5257578878967
European Union,,2009,98.605500078942
European Union,,2010,98.674820316857
European Union,,2011,98.735406406861
European Union,,2012,98.7941078386332
European Union,,2013,98.851745343036
European Union,,2014,98.9087281296531
Fiji,FJI,2000,31.2117397785187
Fiji,FJI,2001,31.7173719406128
Fiji,FJI,2002,32.1755051612854
Fiji,FJI,2003,32.5952708721161
Fiji,FJI,2004,32.9857885837555
Fiji,FJI,2005,33.3561837673187
Fiji,FJI,2006,33.7155640125275
Fiji,FJI,2007,34.0715706348419
Fiji,FJI,2008,34.4258487224579
Fiji,FJI,2009,34.7785592079163
Fiji,FJI,2010,35.1298570632935
Fiji,FJI,2011,35.4798913002014
Fiji,FJI,2012,35.82883477211
Fiji,FJI,2013,36.1768364906311
Fiji,FJI,2014,36.5240454673767
Finland,FIN,2000,100
Finland,FIN,2001,100
Finland,FIN,2002,100
Finland,FIN,2003,100
Finland,FIN,2004,100
Finland,FIN,2005,100
Finland,FIN,2006,100
Finland,FIN,2007,100
Finland,FIN,2008,100
Finland,FIN,2009,100
Finland,FIN,2010,100
Finland,FIN,2011,100
Finland,FIN,2012,100
Finland,FIN,2013,100
Finland,FIN,2014,100
Fragile and conflict affected situations,,2000,20.6573506267297
Fragile and conflict affected situations,,2001,21.0899011305045
Fragile and conflict affected situations,,2002,21.4982601986092
Fragile and conflict affected situations,,2003,21.8750830981934
Fragile and conflict affected situations,,2004,22.2374344452215
Fragile and conflict affected situations,,2005,22.5928944794589
Fragile and conflict affected situations,,2006,22.9444140926384
Fragile and conflict affected situations,,2007,23.2875802090929
Fragile and conflict affected situations,,2008,23.6132075527034
Fragile and conflict affected situations,,2009,23.9112393483056
Fragile and conflict affected situations,,2010,24.1763064233372
Fragile and conflict affected situations,,2011,24.4100495745654
Fragile and conflict affected situations,,2012,24.7475984957418
Fragile and conflict affected situations,,2013,24.9429340942661
Fragile and conflict affected situations,,2014,25.1371573276571
France,FRA,2000,100
France,FRA,2001,100
France,FRA,2002,100
France,FRA,2003,100
France,FRA,2004,100
France,FRA,2005,100
France,FRA,2006,100
France,FRA,2007,100
France,FRA,2008,100
France,FRA,2009,100
France,FRA,2010,100
France,FRA,2011,100
France,FRA,2012,100
France,FRA,2013,100
France,FRA,2014,100
Gabon,GAB,2000,53.1375855207443
Gabon,GAB,2001,54.6898037195206
Gabon,GAB,2002,56.1946779489517
Gabon,GAB,2003,57.6614826917648
Gabon,GAB,2004,59.0994954109192
Gabon,GAB,2005,60.5179876089096
Gabon,GAB,2006,61.9262367486954
Gabon,GAB,2007,63.3319824934006
Gabon,GAB,2008,64.7368371486664
Gabon,GAB,2009,66.1408871412277
Gabon,GAB,2010,67.5442099571228
Gabon,GAB,2011,68.9468801021576
Gabon,GAB,2012,70.3489869832993
Gabon,GAB,2013,71.7506140470505
Gabon,GAB,2014,73.151832818985
Gambia,GMB,2000,3.19476723670959
Gambia,GMB,2001,3.37822437286377
Gambia,GMB,2002,3.51422429084778
Gambia,GMB,2003,3.61195802688599
Gambia,GMB,2004,3.68056893348694
Gambia,GMB,2005,3.72898578643799
Gambia,GMB,2006,3.76517772674561
Gambia,GMB,2007,3.79509925842285
Gambia,GMB,2008,3.82211208343506
Gambia,GMB,2009,3.84753346443176
Gambia,GMB,2010,3.87176275253296
Gambia,GMB,2011,3.89496088027954
Gambia,GMB,2012,3.91725301742554
Gambia,GMB,2013,3.9387583732605
Gambia,GMB,2014,3.95961999893188
Georgia,GEO,2000,51.474940776825
Georgia,GEO,2001,51.8525540828705
Georgia,GEO,2002,52.1825432777405
Georgia,GEO,2003,52.4740099906921
Georgia,GEO,2004,52.736046910286
Georgia,GEO,2005,52.9777497053146
Georgia,GEO,2006,53.2082170248032
Georgia,GEO,2007,53.4350633621216
Georgia,GEO,2008,53.6599457263947
Georgia,GEO,2009,53.8830488920212
Georgia,GEO,2010,54.1045486927032
Georgia,GEO,2011,54.3246179819107
Georgia,GEO,2012,54.5434415340424
Georgia,GEO,2013,54.7612011432648
Georgia,GEO,2014,54.9780637025833
Germany,DEU,2000,100
Germany,DEU,2001,100
Germany,DEU,2002,100
Germany,DEU,2003,100
Germany,DEU,2004,100
Germany,DEU,2005,100
Germany,DEU,2006,100
Germany,DEU,2007,100
Germany,DEU,2008,100
Germany,DEU,2009,100
Germany,DEU,2010,100
Germany,DEU,2011,100
Germany,DEU,2012,100
Germany,DEU,2013,100
Germany,DEU,2014,100
Ghana,GHA,2000,6.03464245796204
Ghana,GHA,2001,7.21179246902466
Ghana,GHA,2002,8.34137201309204
Ghana,GHA,2003,9.43253636360168
Ghana,GHA,2004,10.49445271492
Ghana,GHA,2005,11.5362823009491
Ghana,GHA,2006,12.5671863555908
Ghana,GHA,2007,13.5948240756989
Ghana,GHA,2008,14.620840549469
Ghana,GHA,2009,15.6453907489777
Ghana,GHA,2010,16.6686177253723
Ghana,GHA,2011,17.6906645298004
Ghana,GHA,2012,18.7116801738739
Ghana,GHA,2013,19.7318196296692
Ghana,GHA,2014,20.7512199878693
Greece,GRC,2000,100
Greece,GRC,2001,100
Greece,GRC,2002,100
Greece,GRC,2003,100
Greece,GRC,2004,100
Greece,GRC,2005,100
Greece,GRC,2006,100
Greece,GRC,2007,100
Greece,GRC,2008,100
Greece,GRC,2009,100
Greece,GRC,2010,100
Greece,GRC,2011,100
Greece,GRC,2012,100
Greece,GRC,2013,100
Greece,GRC,2014,100
Grenada,GRD,2000,91.0229578614235
Grenada,GRD,2001,91.8866127729416
Grenada,GRD,2002,92.702317237854
Grenada,GRD,2003,93.4791728854179
Grenada,GRD,2004,94.2262820899487
Grenada,GRD,2005,94.9527468532324
Grenada,GRD,2006,95.6637520343065
Grenada,GRD,2007,96.3766638189554
Grenada,GRD,2008,97.0858786255121
Grenada,GRD,2009,97.7927820757031
Grenada,GRD,2010,98.4882255084813
Grenada,GRD,2011,99.1230793297291
Grenada,GRD,2012,99.6044785249978
Grenada,GRD,2013,99.872741906438
Grenada,GRD,2014,99.9696456565289
Guatemala,GTM,2000,39.9855136871338
Guatemala,GTM,2001,39.8350596427917
Guatemala,GTM,2002,39.6370887756348
Guatemala,GTM,2003,39.4008040428162
Guatemala,GTM,2004,39.1354322433472
Guatemala,GTM,2005,38.8501703739166
Guatemala,GTM,2006,38.5542273521423
Guatemala,GTM,2007,38.2553100585938
Guatemala,GTM,2008,37.9550457000732
Guatemala,GTM,2009,37.6535594463348
Guatemala,GTM,2010,37.3509764671326
Guatemala,GTM,2011,37.047415971756
Guatemala,GTM,2012,36.7429971694946
Guatemala,GTM,2013,36.4378452301025
Guatemala,GTM,2014,36.1320853233337
Guinea,GIN,2000,2.042555809021
Guinea,GIN,2001,2.15844511985779
Guinea,GIN,2002,2.37563848495483
Guinea,GIN,2003,2.66079902648926
Guinea,GIN,2004,2.96075344085693
Guinea,GIN,2005,3.24926376342773
Guinea,GIN,2006,3.52606773376465
Guinea,GIN,2007,3.79669070243835
Guinea,GIN,2008,4.06448245048523
Guinea,GIN,2009,4.33077216148376
Guinea,GIN,2010,4.59594130516052
Guinea,GIN,2011,4.86013889312744
Guinea,GIN,2012,5.12402653694153
Guinea,GIN,2013,5.38654923439026
Guinea,GIN,2014,5.6484580039978
Guinea-Bissau,GNB,2000,1.99999809265137
Guinea-Bissau,GNB,2001,1.99999809265137
Guinea-Bissau,GNB,2002,1.99999809265137
Guinea-Bissau,GNB,2003,1.99999809265137
Guinea-Bissau,GNB,2004,1.99999809265137
Guinea-Bissau,GNB,2005,1.99999809265137
Guinea-Bissau,GNB,2006,1.99999809265137
Guinea-Bissau,GNB,2007,2.00107097625732
Guinea-Bissau,GNB,2008,2.01131105422974
Guinea-Bissau,GNB,2009,2.05399990081787
Guinea-Bissau,GNB,2010,2.15897560119629
Guinea-Bissau,GNB,2011,2.3343026638031
Guinea-Bissau,GNB,2012,2.55640745162964
Guinea-Bissau,GNB,2013,2.79523134231567
Guinea-Bissau,GNB,2014,3.03608179092407
Guyana,GUY,2000,44.6110308170319
Guyana,GUY,2001,45.9147989749908
Guyana,GUY,2002,47.1709728240967
Guyana,GUY,2003,48.3887493610382
Guyana,GUY,2004,49.5773375034332
Guyana,GUY,2005,50.7459223270416
Guyana,GUY,2006,51.9037067890167
Guyana,GUY,2007,53.0583769083023
Guyana,GUY,2008,54.2115747928619
Guyana,GUY,2009,55.3634375333786
Guyana,GUY,2010,56.514099240303
Guyana,GUY,2011,57.6636850833893
Guyana,GUY,2012,58.8123381137848
Guyana,GUY,2013,59.9601924419403
Guyana,GUY,2014,61.1073732376099
Haiti,HTI,2000,6.01921081542969
Haiti,HTI,2001,6.33230209350586
Haiti,HTI,2002,6.59779906272888
Haiti,HTI,2003,6.82486295700073
Haiti,HTI,2004,7.02264308929443
Haiti,HTI,2005,7.20030069351196
Haiti,HTI,2006,7.36697912216187
Haiti,HTI,2007,7.53034353256226
Haiti,HTI,2008,7.69204497337341
Haiti,HTI,2009,7.85223245620728
Haiti,HTI,2010,8.01105499267578
Haiti,HTI,2011,8.16866159439087
Haiti,HTI,2012,8.32521319389343
Haiti,HTI,2013,8.48085880279541
Haiti,HTI,2014,8.63574147224426
Heavily indebted poor countries (HIPC),,2000,7.72688719324884
Heavily indebted poor countries (HIPC),,2001,7.93911431938624
Heavily indebted poor countries (HIPC),,2002,8.13876650958362
Heavily indebted poor countries (HIPC),,2003,8.32455539306599
Heavily indebted poor countries (HIPC),,2004,8.50155347101168
Heavily indebted poor countries (HIPC),,2005,8.67754690884817
Heavily indebted poor countries (HIPC),,2006,8.85646524473584
Heavily indebted poor countries (HIPC),,2007,9.03810842721272
Heavily indebted poor countries (HIPC),,2008,9.22062007268325
Heavily indebted poor countries (HIPC),,2009,9.40458400923382
Heavily indebted poor countries (HIPC),,2010,9.5912549227725
Heavily indebted poor countries (HIPC),,2011,9.78105837322885
Heavily indebted poor countries (HIPC),,2012,9.95566673048658
Heavily indebted poor countries (HIPC),,2013,10.1437297607888
Heavily indebted poor countries (HIPC),,2014,10.3305599204867
High income,,2000,99.530738030126
High income,,2001,99.5742115936469
High income,,2002,99.614329757634
High income,,2003,99.6524502153144
High income,,2004,99.6888571127086
High income,,2005,99.7235429142818
High income,,2006,99.7566370584209
High income,,2007,99.787871472161
High income,,2008,99.8165196326682
High income,,2009,99.841194562757
High income,,2010,99.8617811572085
High income,,2011,99.8791862669542
High income,,2012,99.8951738032268
High income,,2013,99.910566218474
High income,,2014,99.9257139510597
Honduras,HND,2000,35.2208316326141
Honduras,HND,2001,36.2634241580963
Honduras,HND,2002,37.2585773468018
Honduras,HND,2003,38.2155001163483
Honduras,HND,2004,39.1434133052826
Honduras,HND,2005,40.0515377521515
Honduras,HND,2006,40.9490942955017
Honduras,HND,2007,41.8437838554382
Honduras,HND,2008,42.7372336387634
Honduras,HND,2009,43.6295628547668
Honduras,HND,2010,44.5208728313446
Honduras,HND,2011,45.4112827777863
Honduras,HND,2012,46.3009059429169
Honduras,HND,2013,47.189861536026
Honduras,HND,2014,48.0782449245453
Hungary,HUN,2000,100
Hungary,HUN,2001,100
Hungary,HUN,2002,100
Hungary,HUN,2003,100
Hungary,HUN,2004,100
Hungary,HUN,2005,100
Hungary,HUN,2006,100
Hungary,HUN,2007,100
Hungary,HUN,2008,100
Hungary,HUN,2009,100
Hungary,HUN,2010,100
Hungary,HUN,2011,100
Hungary,HUN,2012,100
Hungary,HUN,2013,100
Hungary,HUN,2014,100
IBRD only,,2000,48.1336941870049
IBRD only,,2001,48.9672567819944
IBRD only,,2002,49.7760184432879
IBRD only,,2003,50.7027667990237
IBRD only,,2004,51.6052077131336
IBRD only,,2005,52.4932452567534
IBRD only,,2006,53.3756850037697
IBRD only,,2007,54.2601216202277
IBRD only,,2008,55.1492556047564
IBRD only,,2009,56.0439043374708
IBRD only,,2010,56.934497305457
IBRD only,,2011,57.8218197353027
IBRD only,,2012,58.7040268744214
IBRD only,,2013,59.5760817195816
IBRD only,,2014,60.4349477959764
IDA & IBRD total,,2000,40.9376249655226
IDA & IBRD total,,2001,41.5889026498793
IDA & IBRD total,,2002,42.2086528018744
IDA & IBRD total,,2003,42.9098593574692
IDA & IBRD total,,2004,43.5847849215527
IDA & IBRD total,,2005,44.2437862332604
IDA & IBRD total,,2006,44.8949719897712
IDA & IBRD total,,2007,45.544165554429
IDA & IBRD total,,2008,46.1923831303386
IDA & IBRD total,,2009,46.8381978991085
IDA & IBRD total,,2010,47.4737962593612
IDA & IBRD total,,2011,48.0980461803641
IDA & IBRD total,,2012,48.7381612918218
IDA & IBRD total,,2013,49.3399767269226
IDA & IBRD total,,2014,49.9342950794959
IDA blend,,2000,22.4197052904516
IDA blend,,2001,22.8885928328443
IDA blend,,2002,23.3044002833542
IDA blend,,2003,23.6741356359801
IDA blend,,2004,24.0090260012444
IDA blend,,2005,24.3187025236786
IDA blend,,2006,24.6135558526421
IDA blend,,2007,24.9069763570883
IDA blend,,2008,25.2003953336594
IDA blend,,2009,25.4908926372678
IDA blend,,2010,25.8201204497379
IDA blend,,2011,26.1405905377482
IDA blend,,2012,26.4205894269076
IDA blend,,2013,26.7393550654077
IDA blend,,2014,27.1352028860268
IDA only,,2000,11.2577037968575
IDA only,,2001,11.5227653427462
IDA only,,2002,11.760784831451
IDA only,,2003,11.9752602705128
IDA only,,2004,12.1809759562342
IDA only,,2005,12.3871749054648
IDA only,,2006,12.6005137294814
IDA only,,2007,12.8172150699775
IDA only,,2008,13.0246562636061
IDA only,,2009,13.2094717559026
IDA only,,2010,13.3657888705223
IDA only,,2011,13.4928020101711
IDA only,,2012,13.6045817841933
IDA only,,2013,13.6981348421835
IDA only,,2014,13.7952557802686
IDA total,,2000,14.9730037824809
IDA total,,2001,15.2999982262263
